id,hypothesis,term,premise_c,premise_e,explanation_c,explanation_e,type
44,She arrived at the grocery store with an army of children.,,She arrived at the grocery store with no children.,She arrived at the grocery store with a massive group of children.,"One sentence implies that she arrived at the store with a large number of children, while the other sentence implies that she arrived at the store alone.",An army of children means a large group of children.,metaphor
45,Rohan bought a Picasso.,,Rohan has a poor choice in terms of paintings.,"Yeah, Rohan spent so much on a Picasso painting.","Picasso is a famous and well-respected artist, while having a poor choice in paintings would suggest that Rohan does not have good taste in art, i.e., won't buy a painting of Picasso.",Rohan buying a Picasso means he bought a painting by Picasso.,metaphor
46,"Nor, if we are in civilised cast of mind, because we wish to become drunk .",,"Nor, if we are in a civilised but skeptical state of mind, because we wish to become drunk.","Nor, if we are in civilised mindset, because we wish to become drunk .","If we wish to become sober, it would suggest that we are behaving in a civilised manner, which is opposed in the other statement saying the mindset is skeptical.","Civilised cast of mind means that we are thinking in a way that is rational and civilized, i.e., we would not want to become drunk because that would be irrational and uncivilized.",metaphor
47,The republican convention was a horror show.,,The republican convention was a joyous and peaceful affair.,The process of how Republicans hold their convention was very distressting and primitive.,"A horror show is something that is full of terror or dread, while a joyous and peaceful affair is something that is happy and calm.","The phrase a horror show is often used to describe something that is very distressing or upsetting, so, in this case, the author is saying that the Republican convention was very distressing and primitive.",metaphor
48,Water seeped out of the can into the backpack.,,Water accidentally entered into my backpack.,Canned water leaked into the backpack.,"Seepage is a gradual process where water or another liquid seeps or leaks through something, while water entering accidentally would suggest that it was not a gradual process.","Can refers to a container that holds liquid and is sealed, here, when water seeps out, it means the liquid has leaked.",metaphor
49,When I met the boss he seemed bitter about the whole story.,,When I met the boss he seemed about to burst with happiness.,He seemed quite annoyed after hearing about the full story.,"Bitter is the opposite of happy, so these two emotions would not be felt at the same time.",Feeling bitter means the boss was likely annoyed after hearing about the story because it wasn't what he wanted to hear.,metaphor
50,Time flies.,,Time creeps by.,Time seems to pass very quickly.,"Time flies means that time passes by quickly, while time creeps by means that time passes by slowly.",This metaphor means that time seems to move very quickly.,metaphor
51,The sun glared down on us.,,The Sun was shy and hid behind a cloud.,The sun reflecting a dazzling light to us.,"The sun glaring down on us would suggest that it is shining brightly and harshly, while the sun being shy and hiding behind a cloud would suggest that it is not shining very brightly.",Glaring is used to mean that the sun is reflecting a strong light.,metaphor
52,The work would have been easier if I had an extra pair of hands.,,The work would have been more easier if I could do it own my own,"Had I enough workers, I could have completed my work in half the time.",Having an extra pair of hands would typically make a task easier because there would be more people to help with it which is cotradictory to doing it on someone's own.,"More workers would mean more hands to do the work, and the work would be completed faster.",metaphor
53,He kept us in the dark about his plans.,,He shared his plans with us in details.,He did not share any information about his plans.,"The speaker says that the person kept them in the dark, it means that the person did not tell them what was happening or what was going to happen, whereas, if the speaker says that the person shared their plans with them in detail, it means that the person told them everything about what was going to happen.",In the dark - means not sharing the information or something.,metaphor
54,You are trying my patience.,,You're building my patience.,You make me feel like losing my patience.,"Trying someone's patience means to test their ability to tolerate or endure something, while building someone's patience would suggest the opposite of making them less tense.","When someone says you are trying my patience, they mean that you are doing something that is making them angry and they may loose their patience.",metaphor
55,"Raged and roared the wintry tempest ,",,The wintry tempest so softly and gently whimpered.,Raged and made a loud resounding noise the wintry tempest.,Roared means to make a loud noise while whimpering typically mean a feeble low sound that express fear.,Roared means to make a loud noise,metaphor
56,Andrew's emails were beating a dead horse.,,Andrew's emails were easy to read and had a positive outcome.,It is not a success because none of Andrew's emails got replied.,"To beat a dead horse means to continue doing something even though it is no longer effective, such as Andrew's repetitive emils while emails that are easy to read and have a positive outcome would be the opposite of beating a dead horse.","Beating a dead horse means trying to do something that is no longer possible or useful, which is similar to Andrew's emails because he was not getting any replies.",metaphor
57,"Now he stirred their souls to passion ,",,"Now he lowered their expectations,","Now he made their souls passionate ,","To stir someone's soul to passion means to excite or inspire them, while to lower someone's expectations means to disappoint them.",stirred means to move emotionally or passionately.,metaphor
58,Fire had devoured our home.,,Fire had warmed our home.,Fire had taken the whole house.,"The word devoured means something that is destroyed or consumed, while warmed typically connotes something that is made more comfortable or cozy.",Devoured means to consume or destroy something completely.,metaphor
59,She did not realize that opportunity was waiting at her door.,,She left at opportunity just sitting there and didn't bother.,She totally missed an opportunity to present itself at her doorstep.,"An opportunity typically doesn't wait at someone's door, but rather it is something that someone has to seek out or take advantage of.","When we say that opportunity was waiting at her door, we mean that it was there for her to take advantage of, but she did not realize it.",metaphor
60,The force charged the village at night.,,The village was protected by force.,The force attacked the poor village during the night.,"When the force charged the village, it means they were attacking it, whereas, the other statement contradicts saying, the force were actually the ones protecting the village.","Charging is an aggressive action of attacking, often done by an army, and it can be done at night.",metaphor
61,The candidate rammed into his opponent mercilessly.,,The candidate protected his opponent.,The candidate tried usinsg harsh language against his opponent in order to defeat him.,"To ram into someone means to attack them forcefully, while to protect someone means to defend or shield them.",Rammed into his opponent mercilessly means the candidate attacked his opponent without mercy.,metaphor
62,He weathered the costs for the accident.,,He got away with not paying all the costs for the accident.,He has to bear the costs for the accident.,"To weather something means to endure or withstand it, while to get away with something means to escape or avoid it.",To weather something is to endure it or suffer through it.,metaphor
63,The car hollered as the key was roughly turned in its ignition.,,The car broke down and did not make any noise because the key was roughly turned in its ignition.,The car honked as the key was roughly turned in its ignition.,"To holler means to make a loud noise, while to break down means to stop working.","The word holler is a metaphor, and it is used to describe a louder, more aggressive sound.",metaphor
64,The night sky flared with the massive bombardment.,,The night sky was devoid of the usual huge fireworks.,Such devastating bombardment from the night sky and it was massive .,"Flare is used here to mean something that is bright and explosive, whereas, devoid means empty or void of something.",The night sky flared means there was a lot of activity and movement in the sky.,metaphor
65,The children twinkled with joy.,,The children were bored and hence sulked.,The children were shining with joy.,"To twinkle with joy means to be filled with happiness and excitement, while to sulk means to be sulky or ill-tempered.",To twinkle with joy means to be filled with happiness and shining.,metaphor
66,Stock prices are drifting higher.,,Stocks are going down.,The entire stock market is going higher.,"The phrase drifting higher ,means a gradual movement to the top while going down connotes a sharp decrease.",Stock prices are drifting higher means an upward gradual movement.,metaphor
67,We still ignore how the seed of life was planted on our planet.,,We still ignore how the idea of death was planted on our planet.,We still ignore how life was started on our planet.,The seed of life means how life was started on our planet where as the idea of death is its exact opposite.,The seed of life means the beginning of life.,metaphor
68,The needle bit his skin.,,The needle jumped away to avoid the protagonist's skin.,The needle pricked his skin.,"When a needle bites someone, it means that it punctures their skin, but if the needle were to jump away, it would not be able to puncture the skin.",The needle bit his skin means that the needle punctured his skin.,metaphor
69,You must adhere to the rules.,,You must break the rules.,You must abide by the rules.,adhere to the rules mean following or complying with the rules while break typically connotes going against or disregarding the rules.,Adhere to the rules means to follow the rules.,metaphor
70,"Came the Spring with all its splendor ,",,"Came the Spring with all its blunder,","Came spring, with all its sweetness in form of bright colors.","Splendor is a word that is often used to describe something that is beautiful or magnificent, while blunder is a word that is used to describe something that is clumsy or inept.",Splendor is used here to mean that the Spring is a time when we see all the magnificent features or qualities.,metaphor
71,I want to frolic in sunshine once again.,,I want to be able to hide in sunshine again.,I want to feel happy in the sunshine again.,"To frolic in something means to play or have fun in it, while to hide in something means to take shelter or refuge in it.",Frolic means to play or dance around in a happy and carefree manner.,metaphor
72,The crowd flowed out of the stadium.,,The crowd marched in to the stadium.,The endless wave of the crowd rushing out of the stadium.,Flowed out typically means a smooth and gentle movement of the crowd going out of the stadium while marched in is a more forceful and aggressive movement of the crowd going in the stadium.,"The metaphor is saying that the crowd flowed out of the stadium, which means that there was a lot of people leaving the stadium all at once.",metaphor
73,By that time my friend was broken so he had to sell his house.,,By that time my friend was wealthy and he bought another house.,That was a situation where my friend had to sell his house because he had no money.,"The speaker's friend was not wealthy at the time mentioned, but rather was in a difficult financial situation and had to sell their house, which contradicts the claim that the friend was wealthy and bought another house.",Broken in this context means that the person is financially ruined.,metaphor
74,"Sniffles, coughs, and colds gurgle in their breasts.",,"Sniffles, coughs, and colds reduced in their breasts.","Every time someone has a cold, they develop a cough and a sniffle at the same time.","The phrase gurgle in their breasts is a metaphor meaning that the person has a lot of mucus in their chest which contradicts that Sniffles, coughs, and colds have rediced in their ches.",The phrase gurgle in their breasts is a metaphor meaning that the person has a lot of mucus in their chest.,metaphor
75,"You bring back my youth of passion ,",,You make me feel old and tired.,"You restore my youth of passion ,","When someone brings back your youth, it means they make you feel young again, while getting old is the opposite of feeling young.",bring back means to make something happen again.,metaphor
76,The show was characterised by dark humor and satire.,,The show did not have any specific bit of dark humor or satire.,The show was known to joke about matters considered taboo and for its use of satire.,In one statement it says the show was characterized by the use of dark humor whereas the other statement says the show did not have any specific use of dark humor or satire.,The word characterize is used here to showcase that the show was identified by its use of humor that pokes fun at serious topics.,metaphor
77,The sun was a toddler insistently refusing to go to bed: It was past eight thirty and still light.,,The sun was a toddler happily tucking itself into bed : It was only three in the afternoon.,"The sun was not setting, it was still light outside even if it was very late.","One statement is comparing the sun to a toddler who is staying up past their bedtime whereas the other statement compares the sun to a toddler who is happily going to bed, which is the opposite of what the one statement is saying.",Toddlers do not like to go to bed when it is still light outside even if it past their bed time.,metaphor
78,I was home watching the days slip by from my window.,,I was home watching the days race by from my window.,I was home doing nothing while days passed.,"The original sentence suggests that the speaker was not doing anything active, but simply observing time passing, that contradicts the other statement that suggests that the speaker was watching time fly by, implying that they were somehow active or engaged in what they were doing.",Days slip by means the days passed by quickly.,metaphor
79,The distinction between the two theories blurred.,,The distinction between the two theories grew evident.,It's hard to differentiate the two theories given they are so alike.,"The word blurred typically connotes something that is not clear or evident, while grew evident means that the distinction became more clear.","Blurred means to break down or disappear, i.e., in this context, it means that the difference between the two theories is no longer clear and vanished.",metaphor
80,She was besieged by so many problems that she got discouraged.,,She was unbothered by the problems.,She got overwhelmed by a bunch of problems and became discouraged.,"When a person is besieged by problems, it typically means that they are overwhelmed and discouraged, whereas, on the contrary, the word unbothered means she was unaffected by the problems.","Besieged means to be surrounded by something, in this case problems, so when someone is besieged, it can be overwhelming and discouraging.",metaphor
81,Inflate the currency.,,Deflate the currency.,Increase the quantity of the currency.,"Inflating the currency means to increase the money supply in circulation which would lead to higher prices, while deflating the currency means to decrease the money supply in circulation which would lead to lower prices.",Inflation is when there is too much money in circulation and the value of the currency decreases.,metaphor
82,The dancer breezed across the stage.,,The dancer paused in the middle of the stage.,The dancer is trying to run around the stage as fast as possible.,"To breeze across something means to move quickly and effortlessly, while to pause in the middle of something suggests that there is a obstruction or a hesitation.",Breezed across the stage means the dancer is moving quickly across the stage.,metaphor
83,"For the Summer-time is coming ,",,For this summer is coming to an end.,"For the Summer-time will soon begin ,","Summertime is typically seen as a time of warmth and sunshine, while the end of summer is seen as a time when the weather starts to get cooler.",coming means it is getting closer .,metaphor
84,This office is buzzing with activity.,,This office is desolate due to the abandonment of work.,This office is as lively as a bustling beehive.,The word buzzing typically connotes a lot of activity and movement while desolate means empty or void of people.,A beehive is a place where bees live and buzz.,metaphor
85,In the depth of the night I sink in the bed.,,At midnight I wake up from my bed.,In the depth of the night I lie in the bed.,"To sink in something means to go down or disappear into it, while to wake up from something means to become conscious or aware of it.","Sink in the bed means to become engulfed by the bed, to become lost in its depths.",metaphor
86,She said he was very sweet and he smiled brightly.,,She said he was very sweet and he frowned.,She said he was very nice and he beamed a smile at her.,"One statement says that the person was sweet and smiled, while the second contradicts it by saying that the person was sweet and frowned.",Sweet is used to mean the person is very nice.,metaphor
87,I toiled through the work.,,I ace through the work.,I struggled through the work.,"To toil through something means to work hard and laboriously, while to ace through something means to do it easily or effortlessly.","Toil means to work hard, and often refers to physical labor, so, here, in this context, it emphasizes the speaker's feeling of exhaustion and hopelessness.",metaphor
88,Joseph has the heart of a lion.,,Joseph has the calm demeanor of a lamb.,Joseph is such a couragious guy.,"A lion is known for being a fierce and powerful animal, while a lamb is known for being gentle and timid.",Lions are known for their courage.,metaphor
89,The needle nipped his skin.,,The needle avoided his skin.,His skin was poked by the needle.,"To nip something means to cut or bite it, while to avoid something means to stay away from it or keep it at a distance.",Nipped means to poke or stab.,metaphor
90,William loved cigarettes.,,William hated cigarettes.,William always got hooked on cigarettes.,"To love something means to have strong feelings of affection towards it, while to hate something means to feel intense or passionate dislike for it.",William always got hooked on cigarettes means that he was always addicted to cigarettes and loved smoking them.,metaphor
91,Fame clings to the heroes.,,Fame avoids the heroes.,Fame and fortune are for real heroes.,"Fame is often seen as something that clings to or follows someone who is successful or important, while avoiding someone would suggest that fame is not associated with them.","Clinging means to attach or stick to something, so, here, the fame is attaching itself to the heroes.",metaphor
92,The car bleated as the key was roughly turned in its ignition.,,The car broke down and made no sound because the person turned the key in the ignition very roughly.,The car made noises as I roughly turned the key in its ignition.,"To bleat means to make a sound like a sheep, while to break down means to stop working.","The car is bleating like a sheep, which is known for making noises.",metaphor
93,The wind howled; the waves dashed their bucklers together - we were in the jaws of death.,,The wind whistled; the waves swished through their pearly gates - we were in the womb of an angel.,The wind roared; the waves collided - we were in great danger.,One sentence suggests that we are in a dangerous situation while the other sentence suggests that we are in a safe and protected place.,"The metaphor here is comparing the storm to a dangerous animal, with the waves being its teeth.",metaphor
94,Fill the child with pride.,,Empty the child with pride.,Make the child feel proud.,"When you fill something, it means to put something into it, whereas emptying means unfilling it.","When you fill something, it means to put something into it, so in this sentence, the author is saying that the child will feel pride, or have a lot of pride.",metaphor
95,You were dying to believe in what you heard.,,You couldn't have wanted to believe in what you heard.,You liked what you heard so much you just wanted to believe it.,"To be dying to do something means to really want to do it, while to not want to do something would suggest that you are indifferent or uninterested in it.",To be dying to do something means you really want to do it.,metaphor
96,I bet you have not done your homework.,,I doubt you didn't do your homework.,It is a fair assumption to say that you didn't do your homework..,One sentence suggesting that the speaker has a strong assumption that the other person has not done their homework whereas the other sentence contradicts this by saying that now the speaker is doubtful.,The word bet is used here to mean the speaker has a fair assumption of the situation.,metaphor
97,"And then added, speaking slowly ,",,"And then to the contrary, speaking slowly.","And then said additionally, speaking slowly ,",added means to say something in addition whereas to the contrary means its opposite.,added means to say something in addition to what has already been said .,metaphor
98,It appeared to him that she had betrayed him.,,It did not appear to him him that she is not always loyal to him.,It occured to him that she has betrayed him.,"Here the man appears to have been betrayed by the woman, while he still believes that she is loyal to him.","The phrase it appeared to him means that he had a sudden realization, so, the realization is that she has been betraying him.",metaphor
99,She fell asleep to the sound of music drifting upwards from the drawing-room .,,She fell asleep to the sound of music sinking out from the drawing-room .,The music from the drawing room drifted upwards and she felt like asleep.,"In the one statement, the sound of music is drifting upwards whereas in in the contradiction, the music is sinking out.",The phrase drifting upwards in this context means that the sound of the music was coming from the drawing room and slowly getting louder.,metaphor
100,His playing secured him as a Romantic.,,His playing denounced him as a Romantic.,His playing is an epitome of Romantic.,"To secure something means to make it certain or confirm it, while to denounce something means to speak out against it or condemn it.","Romanticism was a movement in the arts and literature that began in the late 18th century and It emphasized imagination, emotion, and individualism, here, the word secured is used to mean that his playing style resemble the romantic movement.",metaphor
101,The promise between us was a flower.,,The promise between us was a poisonous snake.,The promise between us was beautiful and fragile.,"A flower is something that is beautiful and represents growth, while a poisonous snake is something that is dangerous and can harm.","A flower is something that is beautiful and fragile, sometime a promise could be similar.",metaphor
102,A golden sun shines high in the sky.,,A sunset is setting in the west.,A very bright sun shines high in the sky.,"A sunset is the time when the sun sets in the west, so it is not possible for a golden sun to be shining high in the sky at the same time.","The sun is often described as being golden in color, and it is very bright when it is high in the sky.",metaphor
103,The stars cha-cha in the night sky.,,Stars start fading in the night sky.,All the starts were dancing in the night sky.,"The stars cha-cha in the night sky would suggest that they are shining brightly and are very visible, while stars fading when the sky turns dark would suggest that they are becoming dimmer and less visible.","Cha-cha means to dance, thus, this metaphor meaning that the stars are dancing in the night sky.",metaphor
104,"Blazed and flared the red horizon ,",,"Blazed and dimmed out the red horizon ,","Blazed and shone out suddenly the red horizon ,",To flare is to burn brightly and suddenly where dimmed out means the exact opposite.,To flare is to burn brightly and suddenly.,metaphor
105,He felt a wave of anger.,,He felt mild anger.,He feels a seething anger inside.,It is not possible to feel intense anger or a wave of anger and mild anger at the same time.,A seething anger is a feeling of anger that is intense like a wave.,metaphor
106,I was alone in a sea of unknown faces.,,I was alone amidst many familiar faces.,I felt really alone when I was surrounded by all these people I didn't know.,Being alone amidst familiar faces contradicts being alone in sea of unknown faces who are primarily not familiar.,"Being surrounded by unknown faces mean people you don't know are surrounding you, which can make you feel alone because you have no one to talk to.",metaphor
107,I miss wandering in her eyes and watching her.,,I miss neglecting her eyes and watching her.,I miss staring in her eyes and watching her.,"To wander in something means to explore it or move about freely, while to neglect something means to disregard it or pay no attention to it.",Wandering in her eyes means looking into her eyes and watching her.,metaphor
108,All fire-flush 'd when forest trees crumbled.,,All fire-flush 'd when forest trees grew.,All fire-flush 'd when forest trees smoldered.,"All fire-flush'd describes a situation where everything is on fire and burning, i.e., the trees are crumbled while all forest trees grew describes a situation where everything is growing and flourishing.","Crumble means to collapse or break into pieces, typically because of structural damage or decay.",metaphor
109,He heaped him with work.,,He rewarded him with relaxation at his job.,He burdened him with work.,"To heap something on someone means to burden them with it, while to reward someone means to give them something for their efforts.","To heap means to pile something high, so the person is giving a lot of work.",metaphor
110,I am the good shepherd and I lay down my life for the sheep.,,I am the bad shepherd and I take the sheep to a place where they are slaughtered for my own pleasure.,I am such a good person that others are easily taking advantage of me.,"In the other statement, the speaker is likely a person who enjoys causing harm to others, and sees themselves as the bad shepherd who takes their victims to a place where they will be hurt or killed, whereas the one statement which states the person is a good shephard.","In this context, the speaker is saying that they are the good shepherd who takes care of the others while others can take advantage of their selflessness.",metaphor
111,The glut of oil depressed gas prices.,,The glut of oil raised gas prices.,The over-production of oil at market depressed gasoline prices.,"The word glut signifies an excess or surplus of something, while depressed typically connotes a lowering or decrease in price, in this instance, the contradictory sentence is saying that the excess of oil actually caused prices to go up, which contradicts the one statement.",The glut of oil means there was too much oil and it caused the gas prices to go down.,metaphor
112,And his heart outran his footsteps.,,And his heart raced slower than his feet could carry him.,His heart runs faster than his footsteps.,"When someone's heart outran their footsteps, it means they were running so fast that their heart was racing ahead of them, which is contradictory in the other statement.","outran means to go faster than something else, in this case, his heart is going faster than his footsteps.",metaphor
113,The government floated the ruble for a few months.,,the government immediately sunk the ruble.,The government allowed the value of the ruble to be determined by the markets for a few months.,"To float something means to support or keep it afloat, while to sink something means to let it sink or allow it to fail.",Floating the ruble means that the government allowed the value of the currency to be determined by supply and demand instead of pegging it to another currency or a set value.,metaphor
115,My son drifted around for years in california before going to law school.,,All my son has ever done is live at home and go to law school.,"My son drifted around all over the place, wasting his time in California, before settling down in law school.",Drifted typically connotes aimlessness or going from place to place while is live at home connotes that the son stayed at home all the time before joining the law school.,My son drifted around means he didn't have a specific goal or plan and just wasted his time before finally settling down and going to law school.,metaphor
116,The night sky blazed with the massive bombardment.,,The night sky became lighter and brighter because of the excessive bombardment .,There was a big hell broke out in night sky.,"To blaze with something means to be filled or covered with it, while to become lighter and brighter because of something would suggest the opposite.",The night sky blazed with the massive bombardment means that there was a big explosion in the sky.,metaphor
117,"Then a snow-white cloud unfolding ,",,Then a snow-white cloud shrinked.,"Then a snow-white cloud developing ,",Unfolding means to develop or grow here whereas shrinking is used to mean the cloud is reducing.,Unfolding means to develop or grow here.,metaphor
118,She sprinkled sunflower seeds.,,She assembled sunflower seeds.,Sunflower seeds were sown by her.,Sprinkling sunflower seeds would suggest that she scattered them on the ground while assembling means she is collecting the seeds.,Sprinkling sunflower seeds means that she scattered them on the ground.,metaphor
119,A flame ablaze that skipped amid the skies.,,I see flames ablaze and then disappear after a while in the sky.,A flame ablaze that appear amid the skies.,"A flame ablaze that skipped amid the skies would suggest that the fire was burning brightly and leaping up into the air, while flames ablaze and then disappear after a while in the sky would suggest that the fire was burning and then extinguished.",A flame ablaze that appear amid the skies means a flame that appears in the sky.,metaphor
120,Dashed by the refusal.,,Remained cheerful at the rejection.,Disheartened by the refusal.,In the one statement the person is disappointed while the other statement says the person is still cheerful.,The person is disappointed because their request was refused.,metaphor
121,"As the springs to meet the sunshine ,",,"As the springs never meet the sunshine ,","As the springs to be exposed to the sunshine ,",As the springs to meet the sunshine would suggest that they are being exposed to the sunshine which is contradicted by the other statement .,Meeting the sun is seen as being exposed to the sunshine.,metaphor
122,Life in the camp wilted him.,,The camp life really had energized him.,Living in a camp for weeks tired him.,"To wilt means to lose vitality or strength, while to energize means to give strength or energy to.","Wilted means to become weak or feeble, so, the person is becoming weak from living in the camp for too long.",metaphor
123,That boosted Raavan's spirits.,,That brought Raavan down.,The demon king Raavan became happy.,Raavan's spirits may have been boosted by some fact and at the same time the spirit cannot brought down.,"When someone becomes happy, their spirits are boosted.",metaphor
124,He peppered fertilizer over the lawn.,,He gathered fertilizer over the lawn.,He was doing some gardening.,"To pepper something means to sprinkle it lightly, while to gather something means to collect it together.",The person is using a metaphor to describe how he is spreading the chemicals typically used for gardening.,metaphor
125,She was just a trophy to Ricardo.,,She was the love of Ricardo's life.,Ricardo saw her as nothing more than an accomplishment.,"A trophy is something that is won or achieved, while the love of one's life is someone who is cherished and loved deeply.","A trophy is something that is won or achieved, usually as a sign of victory.",metaphor
2,The place looked like a fortress,,The place looked easy to walk into and exit from,The place looked impenetrable and inescapable,"A fortress is a military stronghold, hence it would be very hard to walk into and exit from it.","A fortress is a military stronghold, hence it would be very hard to walk into, or in other words impenetrable.",simile
7,Scattered sunlight poked through the leaves like a moth-eaten curtain .,,Rays of sun thickly and densely covered the leaves.,Rays of sun diaphanously pierced through the leaves,"A moth-eaten curtain would have holes in it, allowing light to come through in a scattered and delicate way, rather than in a thick and dense way","A moth-eaten curtain is a curtain with holes in it, so the sun is poking through leaves in a similar way, in that it is coming through in patches in a  light, delicate, and translucent manner.",simile
10,It was becoming nothing but a sliver on the horizon looking like a closing eye .,,"It was rapidly becoming larger and larger on the horizon, turning into sliver.","It was rapidly becoming smaller and smaller on the horizon, turning into nothing but a sliver.","An eye that is closing would be getting smaller, not larger","An eye that is closing is rapidly becoming smaller, and thus the simile is implying that the object on the horizon is rapidly shrinking.",simile
23,He appeared like a father tucking in his kids.,,He appeared burdened.,He appeared carefree,"A father tucking in his kids is a loving image, whereas a burdened person is someone who is overwhelmed with responsibilities",A father tucking in his kids is a carefree and content image.,simile
30,"Really, whatever part of him was decently cute or hot has suddenly become like a rotten sulfuric swamp .",,Whatever part of him that was remotely attractive has now become more beautiful.,Whatever part of him that was remotely attractive has now become putrid.,"A rotten sulfuric swamp is a place that is incredibly smelly and full of toxic gas, so saying something is like a rotten sulfuric swamp implies it is incredibly unattractive","A rotten sulfuric swamp is a place that is incredibly rank and foul-smelling, so the comparison is emphasizing just how unattractive the person has become.",simile
33,"The fall colors were like a landscape painting, but even that didnt lift her spirits.",,"Even though the fall colors were dull and uninteresting, her spirits were still low.","Even though the fall colors were rich and striking, her spirits were still low.","A landscape painting is typically colorful and full of life, whereas dull and uninteresting colors would not be found in a painting","A landscape painting is usually seen as a beautiful thing with rich vibrant colors, but even that couldn't cheer her up, indicating that her spirits were very low.",simile
39,It was like an english rain shower just when one was overly warm from a long ride through the countryside.,,It was incredibly weary.,It was astoundingly refreshing,"A rain shower is refreshing, so it would not make someone incredibly weary","An english rain shower is sudden and refreshing, which is what the speaker found the event to be.",simile
49,Thinking about it made dana feel like a giggly girl,,Just the thought of it made Dana feel cool and collected.,Just the thought of it made Dana feel flushed and embarrassed.,"Giggly girls are usually not cool and collected, they are more likely to be silly and carefree","A giggly girl is someone who is easily amused or excited, and is also generally flushed embarrassed easily.",simile
54,The smell was like a clogged sewer .,,The smell was pleasant.,The smell was noxious .,"A clogged sewer is a very unpleasant smell, so it would not be considered pleasant","A clogged sewer is a place where waste accumulates and emits a strong, unpleasant smell.",simile
63,"He had rough features, his face bearing a few scars, and his hair was cut like a military haircut",,"His features were rough, he had a few scars on his face, and his hair was cut very long.","His features were rough, he had a few scars on his face, and his hair was cut very short.","A military haircut is very short, so saying it was cut like a military haircut means it was also cut short","A military haircut is very short and conservative, so this simile is emphasizing that his hair was cut very short.",simile
65,"The swamp was like a huge, never-ending cemetery",,The swamp was loud.,The swamp was silent,"A cemetery is a place that is meant to be peaceful and quiet, not loud","A cemetery is a place where people go to mourn the dead, and it is typically very silent.",simile
66,She was like a modelling clay for children.,,She was inflexible and rigid.,She was flexible,"Modelling clay is soft, pliable, and easy to mould, whereas inflexible and rigid things are not","Children can mold clay into any shape they want, so the simile is implying that the woman is flexible.",simile
72,"Even though I hadnt had a lot of good fortune with boyfriends, I held on to the hope that beneath their bad boy, brash exterior they were like a chocolate lava cake",,"Even though most of my previous boyfriends were bad boys, I held onto the hope that beneath their exterior they were actually bitter and angry.","Even though most of my previous boyfriends were bad boys, I held onto the hope that beneath their exterior they were actually sweet and gushy.","A chocolate lava cake is a dessert that is soft and gooey on the inside, whereas a bitter and angry person would be the opposite","A chocolate lava cake is a dessert that is gooey and sweet on the inside, even though it may have a hard exterior.",simile
76,"He asks, his voice like a bbc broadcaster",,"He asks, his voice harsh and grating.","He asks, his voice soft and mellifluous","A BBC broadcaster typically has a very cultivated voice, so saying his voice was like that implies it was not harsh and grating","A BBC broadcaster has a professional, calming voice which is why the simile is used.",simile
77,"By the time wed finally crossed the lawn to the exhibition, nolans symphony was in its fourth movement: like a sadistic march .",,"We had to hurry across the lawn to make it to the exhibition on time, and by then, Nolan's symphony was in its fourth movement which was soft, mellow and slow.","We had to hurry across the lawn to make it to the exhibition on time, and by then, Nolan's symphony was in its fourth movement which was loud, percussive and quick.","A sadistic march would be a fast tempo, and not soft, mellow, and slow","A sadistic march is a march that is cruel and punishing, which implies that it was loud, percussive, and quick.",simile
78,That day and night passed without event and time was like the clouds above.,,That day and night passed without event and time was choppy and inconsistent.,That day and night passed without event and time was seamless.,"The clouds are generally seen as slow-moving and consistent, so time passing like the clouds would imply it was slow-moving and consistent, not choppy and inconsistent","Similar to the way clouds are constantly moving and changing, time seemed to be moving and changing without any events happening.",simile
79,We stared at each other; the moment was like a heavily starched shirt .,,The moment was brief and relaxed as we stared at each other.,The moment was protracted and stiff as we stared at each other.,"A heavily starched shirt is uncomfortable and stiff, so the moment being like that would imply that it was uncomfortable and not relaxed",A heavily starched shirt is one that is protracted and stiff and comparison is implying that the moment was not very comfortable.,simile
81,They were sharing experiences that were molding them into the women they would become and because of this they were like a latticed climbing vine .,,They were sharing experiences that were molding them into the women they would become and because of this they were distant.,They were sharing experiences that were molding them into the women they would become and because of this they were close.,"A latticed climbing vine implies that they were close to each other, not distant",A latticed climbing vine is a plant that grows close to other plants in order to receive support.,simile
84,"Said abner, our time is like a daggers edge .",,"Our time is long,"" said Abner.","Our time is short,"" said Abner.","A dagger's edge is very thin and sharp, meaning that it can cut easily, so saying that time is like a dagger's edge would imply that it is fleeting and can end quickly","A dagger's edge is very thin and sharp, and typically very short and fleeting",simile
86,"The swelling had gone down, and the bandage around it like a firm hand .",,The swelling had gone down and the bandage around it felt weak and uncomfortable.,The swelling had gone down and the bandage around it felt strong and comfortable.,"A firm hand would imply that the bandage is tight and secure, whereas a weak and uncomfortable bandage would imply the opposite",A firm hand would be one that is strong and comfortable.,simile
97,"With its black mask and those ears, the animal was like a small german shepherd, but the rest of its fur was like a chestnut mare's .",,"The animal looked like a small German shepherd, but with a blondish-white coat and a black mask over its eyes.","The animal looked like a small German shepherd, but with a reddish-brown coat and a black mask over its eyes.","A chestnut mare is a horse with a reddish brown coat, so saying the animal's fur was like a chestnut mare's would mean it would have a reddish brown coat, not a blondish-white coat","A chestnut mare is a horse with a reddish brown coat, so saying the animal's fur was like a chestnut mare's would mean it would have a reddish brown coat",simile
