memType,storyIx,sentIx,sent,majorBin,expectedBin,eventOrNot
imagined,3,7,"They laughed and joked a lot, and we had a very good time.",0.0,0.25,0.25
imagined,3,8,I think the best part of the night was after dinner.,0.375,0.125,0.5
imagined,3,9,We decided to go to her house to drink some coffee.,0.625,0.375,0.875
imagined,3,10,"She has a little dog named Bailey, and he doesn't really like new people.",0.125,0.0,0.125
imagined,3,11,"When my boyfriend sat down on the couch, however, Bailey was immediately taken with him.",0.875,0.125,1.0
imagined,3,12,He probably enjoyed meeting Bailey more than he did my friend!,0.125,0.0,0.125
imagined,3,13,They played fetch for what felt like hours.,0.0,0.625,0.625
imagined,3,14,"After we drank our coffee, we took Bailey on a walk in the neighborhood.",0.0,0.75,0.75
imagined,3,15,It was the perfect end to a perfect night!,0.0,0.125,0.125
imagined,3,16,I can see the three of us having a very close friendship together!,0.25,0.0,0.25
recalled,1,0,"A few weeks ago, I went to dinner with my boyfriend and my best friend.",0.375,0.875,1.0
recalled,1,1,"I'd known my best friend since we were pre teens, and this was the first time they had met.",0.375,0.25,0.5
recalled,1,2,It went really well!,0.0,0.125,0.125
recalled,1,3,"I'd been dating him for nearly a year, and it'd taken quite some time for our schedules to line up.",0.0,0.125,0.125
recalled,1,4,I think this delay in meeting gave me some pent up anxiety about it finally happening.,0.0,0.25,0.25
recalled,1,5,"My friend texted me asking if I'd like to get dinner, and I let her know that I was with my boyfriend at the time.",0.375,0.5,0.875
recalled,1,6,We got burgers and wings at a place nearby.,0.0,0.625,0.625
recalled,1,7,"The food was great, but the company was better.",0.0,0.375,0.375
recalled,1,8,We ended up seeing a couple people that my friend and I knew.,0.75,0.25,1.0
recalled,1,9,"When we finished eating, we spent some time speaking to them.",0.0,0.5,0.5
recalled,1,10,It was nice to catch up with old friends.,0.0,0.125,0.125
recalled,1,11,"Afterwards, we went back to my friends house, where my boyfriend fell in love with her dog.",0.75,0.125,0.875
recalled,1,12,"Seeing them interact was adorable, since my dog is a senior and doesn't quite play as much.",0.125,0.0,0.125
recalled,1,13,"It was great to spend time with two people I value and care about, and to see them getting along so well.",0.0,0.125,0.125
recalled,1,14,I'm looking forward to spending more time with the two of them in the future.,0.0,0.125,0.125
retold,2,0,Two months ago my boyfriend and my best friend met for the first time.,0.875,0.625,1.0
retold,2,1,"We had been dating for 7 months at the time, but had known each other for nearly a year.",0.0,0.0,0.0
retold,2,2,This particular friend is probably my closest female friend.,0.0,0.0,0.0
retold,2,3,"We share a lot about our love lives, even though we don't see each other super often.",0.0,0.25,0.25
retold,2,4,She knows that I'd been really happy in my relationship and was eager to meet him.,0.0,0.125,0.125
retold,2,5,It finally so happened that schedules aligned and we were able to meet up.,0.375,0.5,0.875
retold,2,6,I was a little nervous at first.,0.0,0.375,0.375
retold,2,7,"I wasn't worried that she wouldn't approve or anything, but it's always a little bit of an unsure situation introducing people you're dating to old friends.",0.0,0.125,0.125
retold,2,8,"We met at the restaurant, a local burger joint/bar.",0.125,0.75,0.875
retold,2,9,The three of us had a great time!,0.125,0.5,0.5
retold,2,10,"Conversation was easy, and as expected, they got along wonderfully.",0.125,0.25,0.375
retold,2,11,"Some mutual friends showed up at the restaurant, and we had a brief conversation with them before heading to her house.",0.875,0.0,0.875
retold,2,12,"Once there, we spent a while playing with my friend's dog.",0.125,0.375,0.5
retold,2,13,"My boyfriend made fast friends, and it was really sweet seeing him interact with her dog.",0.0,0.375,0.375
retold,2,14,"Overall, we had a wonderful time, and I'm sure that my significant other made a good lasting impression on a very important friend of mine.",0.25,0.125,0.25
imagined,1,0,My brother came to visit me last month.,0.625,0.375,0.875
imagined,1,1,"We live in the same state, but hours away from each other so we don't get to see each other as often as we'd like.",0.375,0.125,0.375
imagined,1,2,"Life just gets in the way sometimes, especially as an adult.",0.125,0.0,0.125
imagined,1,3,We planned a really fun weekend with my other brother.,0.625,0.125,0.625
imagined,1,4,We all like beer so we decided to visit a few local breweries.,0.25,0.5,0.75
imagined,1,5,He's also very big on craft beer so it seemed like a great plan.,0.125,0.125,0.25
imagined,1,6,He arrived early and we started at a brewery near my house.,0.625,0.5,1.0
imagined,1,7,The atmosphere was great.,0.0,0.125,0.125
imagined,1,8,I was surprised how crowded the place was.,0.375,0.25,0.375
imagined,1,9,We started with some flights because he wanted to try everything.,0.25,0.75,0.875
imagined,1,10,"After that, we went to another brewery not too far from there.",0.375,0.375,0.75
imagined,1,11,We had some more to drink and a lot of laughs.,0.375,0.5,0.75
imagined,1,12,Everytime we get together laughs are guaranteed.,0.125,0.0,0.125
imagined,1,13,After that we took an Uber to a local restaurant.,0.5,0.625,0.875
imagined,1,14,By this point we were very hungry.,0.125,0.125,0.25
imagined,1,15,"At the end of the day, we felt kind of tired so we decided to just hang out at my place.",0.125,0.5,0.625
imagined,1,16,Overall it was a great weekend and I hope we can do it again sometime soon.,0.0,0.125,0.125
recalled,3,0,"Last month, my brother came to visit me for his birthday.",0.75,0.5,1.0
recalled,3,1,"I live in a large city, so I invited him because I thought there would be a lot of fun things to do.",0.25,0.125,0.375
recalled,3,2,"The day that he arrived, I went to pick him up from the train station around 9 am.",0.375,0.625,0.875
recalled,3,3,"His train was a little late, but luckily it wasn't too long of a delay.",0.375,0.125,0.375
recalled,3,4,"After he dropped his stuff off at my apartment, we went to get lunch and went to the ferris wheel that overlooks part of the city.",0.375,0.625,0.875
recalled,3,5,"Later that day, we went to China town where we ate dinner.",0.5,0.5,0.875
recalled,3,6,The next day was my brother's actual birthday.,0.25,0.125,0.375
recalled,3,7,We left my apartment around noon and got a quick lunch at a vegetarian restaurant.,0.375,0.375,0.625
recalled,3,8,"After that, we got on the bus to go to the planetarium.",0.375,0.375,0.75
recalled,3,9,We had a lot of fun looking around the planetarium and watching the show they had about a possible ninth planet.,0.0,0.875,0.875
recalled,3,10,"After we left, we got back on the bus to go back to my apartment.",0.375,0.625,0.875
recalled,3,11,We changed clothes and got ready to go to the restaurant where we made reservations for his birthday dinner.,0.25,0.625,0.75
recalled,3,12,"We were going to take the train, but when we got to the station we saw the line we needed wasn't running, so we had to walk.",0.625,0.25,0.75
recalled,3,13,"We were almost late, but we power walked so we could make it on time.",0.25,0.5,0.625
recalled,3,14,"We had a nice dinner, but when we left it was pouring rain.",0.625,0.125,0.625
recalled,3,15,"When we got back to my apartment, we had birthday dessert and went to bed because we were both tired.",0.25,0.5,0.625
recalled,3,16,"Overall, it was a really fun weekend and I was glad I could spend it with my brother.",0.25,0.125,0.25
retold,2,0,My brother came to visit me for his birthday.,0.75,0.375,1.0
retold,2,1,He came over on the train and I went to the train station to pick him up.,0.25,0.5,0.625
retold,2,2,"After he dropped his stuff off at my apartment, I let him plan some activities that he wanted to do.",0.25,0.5,0.75
retold,2,3,First we got lunch at a place just down the street.,0.375,0.75,1.0
retold,2,4,We went to Navy pier and walked around.,0.625,0.25,0.875
retold,2,5,We also rode the ferris wheel.,0.5,0.375,0.875
retold,2,6,He also decided he wanted to go to the planetarium.,0.5,0.375,0.875
retold,2,7,We went there on his actual birthday for a couple hours and saw a cool show.,0.25,0.375,0.625
retold,2,8,The night of his birthday we had reservations at a nice restaurant.,0.125,0.5,0.5
retold,2,9,We had a great meal.,0.125,0.375,0.5
retold,2,10,On the way back it was raining and we didn't have an umbrella.,0.625,0.25,0.875
retold,2,11,We were running to the train and trying not to get wet.,0.25,0.5,0.75
retold,2,12,When we got back to my apartment we had his birthday dessert.,0.25,0.375,0.625
retold,2,13,He left at the end of the weekend to go back home.,0.25,0.625,0.75
retold,2,14,Overall it was a fun weekend.,0.125,0.125,0.25
retold,2,15,I'm glad I got to celebrate with him.,0.0,0.125,0.125
imagined,3,0,Recently I was playing in a local basketball tournament with my team.,0.75,0.375,0.875
imagined,3,1,We won the first two games easily without much trouble.,0.625,0.25,0.875
imagined,3,2,Then we faced the toughest team in the city in the finals.,0.75,0.375,0.875
imagined,3,3,"Despite having a nice lead at half time, we struggled in the second half.",0.75,0.125,0.875
imagined,3,4,"The game came down to the final few minutes, where we led by a mere one point.",0.5,0.375,0.75
imagined,3,5,"In an effort to grab a rebound and give us a nice advantage, I was fouled extremely hard and came down badly on my knee.",1.0,0.125,1.0
imagined,3,6,Right away I knew it was bad.,0.625,0.25,0.625
imagined,3,7,I spent a few minutes writhing around in pain before being helped off the court.,0.5,0.5,0.75
imagined,3,8,I was forced to sit on the bench and ice my knee while the final minutes ticked away.,0.375,0.5,0.75
imagined,3,9,"Unfortunately we did not have the size on our bench to replace my height, and it cost us the chance for the championship.",1.0,0.5,1.0
imagined,3,10,"The final score was 85-84, and we ended up leaving with a second place trophy.",0.5,0.5,0.875
imagined,3,11,"After the game I went to the hospital and they immediately told me I had ruptured a ligament, and would not be able to do much of anything for a while.",0.875,0.125,0.875
imagined,3,12,"Thankfully I had surgery quickly, but was unable to walk for a few weeks which was quite frustrating.",0.75,0.375,0.875
imagined,3,13,"My main goal however, is to get back to full health in time for next year's big tournament.",0.25,0.0,0.25
imagined,3,14,I think we are more than capable of winning next year if we set our minds to it and can stay healthy!,0.25,0.125,0.25
recalled,1,0,A couple months ago during summer I was playing basketball in a tournament.,0.75,0.375,0.875
recalled,1,1,We were doing pretty well in the tournament and had already won several game.,0.75,0.5,0.875
recalled,1,2,On me time I had my 2 brothers and one of my cousins playing.,0.25,0.625,0.75
recalled,1,3,We were all having fun and enjoying ourselves.,0.25,0.375,0.625
recalled,1,4,I remember it was like the 3rd or 4th game when something bad happened.,0.625,0.0,0.625
recalled,1,5,The other team missed a shot and someone on my team got the rebound.,0.625,0.25,0.875
recalled,1,6,I started running towards my basket and my teammate threw me the ball.,0.75,0.25,0.875
recalled,1,7,I caught it and took a couple dribbles.,0.125,0.75,0.875
recalled,1,8,Shortly after I caught the ball I noticed someone on the opposite team running towards me.,0.5,0.375,0.75
recalled,1,9,The player was a little taller than me so I knew I had to adjust my shot a bit.,0.375,0.25,0.5
recalled,1,10,"I went up for a lay up with my right hand to fake my opponent, then tried to finish with my left.",0.625,0.125,0.75
recalled,1,11,During the shot I had to adjust my body in a weird angle in the air so that I wouldn't get my shot blocked.,0.375,0.25,0.625
recalled,1,12,Because of this I came down really hard on my right knee.,0.875,0.125,0.875
recalled,1,13,I don't know if it was the angle I landed on or what but I felt a huge strain in my knee as soon as I landed.,0.625,0.25,0.75
recalled,1,14,I sat at the rest of the game and had to walk with a limp for the rest of the day.,0.5,0.375,0.75
recalled,1,15,I later on went to the doctor to check it out and found out I ruptured a ligament in my knee.,0.75,0.25,0.875
recalled,1,16,I had to get surgery to repair it and couldn't walk again for a couple of weeks.,0.625,0.25,0.75
retold,2,0,I recently had surgery for my knee injury.,0.75,0.625,1.0
retold,2,1,"Surgery went well, but the doctor found the injury was worse than expected.",0.875,0.125,0.875
retold,2,2,I had to have addition repairs done to my knee.,0.5,0.625,0.875
retold,2,3,It also turns out the recovery is way longer than expected.,1.0,0.125,1.0
retold,2,4,I was told by the doctor I would be walking again a few days after the procedure.,0.375,0.5,0.875
retold,2,5,"However, that wasn't true.",0.5,0.125,0.5
retold,2,6,It turns out that this will be a 3-6 months recovery process.,0.625,0.125,0.625
retold,2,7,Right now now I am going on about 2 months.,0.25,0.375,0.625
retold,2,8,I still can't fully bend my knee back past 90 degrees.,0.5,0.375,0.75
retold,2,9,And I still experience a lot of pain.,0.625,0.5,0.75
retold,2,10,The pain usually hurts the most at night and keeps me up sometimes.,0.375,0.375,0.5
retold,2,11,I am required to wear a knee brace all the time.,0.625,0.5,0.75
retold,2,12,But the brace is pretty uncomfortable and itchy so I take a break every chance I get.,0.25,0.375,0.625
retold,2,13,All in all right now this wasn't looking like the best idea.,0.375,0.0,0.375
retold,2,14,But I guess that's just the process of going through recovery.,0.25,0.375,0.5
retold,2,15,"I am in physical therapy two time a week, and it does help.",0.25,0.625,0.75
retold,2,16,So hopefully after therapy is completed I will be better off.,0.125,0.25,0.375
imagined,2,0,I have been her friend since high school.,0.125,0.125,0.25
imagined,2,1,"Not only did we happen to attend the same church, we also share the same birth month.",0.125,0.0,0.125
imagined,2,2,I didn't know until it was our last year in high school.,0.5,0.125,0.5
imagined,2,3,We share so much in common.,0.125,0.0,0.125
imagined,2,4,Different career path and our family background made us attend different college although it was against our wish.,0.25,0.25,0.375
imagined,2,5,We had planned to attend the same college and even study the same course.,0.25,0.0,0.25
imagined,2,6,"Fast forward to four years in college, it was her graduation party.",0.75,0.75,1.0
imagined,2,7,I attended the party with one of our other friends as she was someone we loved so much and very proud of.,0.375,0.375,0.75
imagined,2,8,Her relatives from Germany were also in attendance.,0.25,0.125,0.375
imagined,2,9,I knew it was set to be a glamorous graduation party.,0.5,0.5,0.625
imagined,2,10,I thought she was just going to give a vote of thanks when she picked up the mic.,0.375,0.5,0.75
imagined,2,11,It was more than what I thought as she started talking about her ordeal in college and how she scaled through.,0.375,0.375,0.75
imagined,2,12,"She started by thanking God and her parents, the school, faculty and friends.",0.125,0.125,0.25
imagined,2,13,"As she mentioned friends, I was happy she has finally recognized us as part of his college journey.",0.375,0.25,0.5
imagined,2,14,I didn't expect it when she mentioned how I have been a source of inspiration to her and about how I have been hardwired with the will to go on.,0.875,0.125,0.875
imagined,2,15,I was moved to tears while she talked about me.,0.625,0.125,0.625
imagined,2,16,It was an overwhelming and inspirational experience for me and it made me realize who I am and what I am made of.,0.375,0.125,0.375
recalled,3,0,"In May, my best friend graduated from medical school.",1.0,0.75,1.0
recalled,3,1,"We had gone to different colleges and different graduate programs so we rarely saw each other in person, maybe once or twice a year.",0.125,0.25,0.25
recalled,3,2,We were from the same hometown but neither of us had lived there for over half a decade.,0.125,0.125,0.125
recalled,3,3,I wanted to attend her graduation but it coincided with my younger brother's high school graduation so I couldn't go.,0.625,0.375,0.75
recalled,3,4,She did invite me to her graduation party though.,0.5,0.125,0.625
recalled,3,5,The party was a pretty big deal.,0.25,0.375,0.375
recalled,3,6,"My friend is African and when they party, they really party.",0.125,0.125,0.25
recalled,3,7,Her relatives had flown in from Cameroon just for this party.,0.5,0.625,0.875
recalled,3,8,There must have been at least one hundred people there.,0.5,0.25,0.625
recalled,3,9,I got to catch up with some other classmates from high school who I hadn't seen in a while too.,0.625,0.375,1.0
recalled,3,10,"After we had eaten, my friend and her family made speeches to the room.",0.25,0.75,0.875
recalled,3,11,"My friend, as the guest of honor, had the spotlight speech.",0.125,0.5,0.625
recalled,3,12,"Unexpectedly, she talked about me in her speech and my own accomplishments.",0.875,0.25,1.0
recalled,3,13,She told a room full of people about proud she was of me.,0.5,0.25,0.625
recalled,3,14,I had no idea beforehand she was going to say this.,0.25,0.125,0.25
recalled,3,15,I wasn't really sure what to do in the moment.,0.25,0.125,0.25
recalled,3,16,But I did feel extremely grateful that I was important enough to her to be singled out among all the other guests.,0.25,0.25,0.25
recalled,3,17,It really reinforced the bond we've had for over ten years.,0.125,0.25,0.25
recalled,3,18,"I hope that ten years from now, we will still support and uplift each other like this.",0.125,0.125,0.125
retold,1,0,"In May, one of my close friends from high school graduated from medical school.",1.0,0.625,1.0
retold,1,1,I originally wanted to attend the ceremony but I had to go out of town for my brother's graduation.,0.625,0.375,0.875
retold,1,2,"Fortunately, my friend was having a party as well.",0.375,0.5,0.75
retold,1,3,When I got to the party I saw some classmates that I hadn't seen for many years.,0.625,0.375,1.0
retold,1,4,It was an interesting reminder of how I didn't like one of those girls.,0.125,0.25,0.375
retold,1,5,I didn't realize how fancy or big the party was going to be.,0.25,0.0,0.25
retold,1,6,Everyone was dressed up and my friend's relatives from Africa were all arriving.,0.5,0.125,0.5
retold,1,7,"Clearly, it was a really big deal.",0.25,0.0,0.25
retold,1,8,"As the night progressed, we ate and danced and talked.",0.125,0.25,0.25
retold,1,9,I was really happy I could be there for my friend.,0.125,0.0,0.125
retold,1,10,"Finally after a few hours, people began making speeches.",0.5,0.25,0.625
retold,1,11,"This included my friend's father, a Cameroonian uncle/preacher, and my friend herself.",0.25,0.125,0.25
retold,1,12,"During her speech, she highlighted her relative's recent accomplishments including getting into pharmacy school and their own graduations.",0.375,0.25,0.625
retold,1,13,Then she started talking about me!,0.625,0.25,0.875
retold,1,14,I thought it was going to be family only but then I heard my name.,0.25,0.0,0.25
retold,1,15,"I was not expecting to have the spotlight on me, no matter how briefly, in front of nearly a hundred people.",0.5,0.125,0.5
retold,1,16,I'm sure the moment got caught by the videographer.,0.125,0.375,0.5
retold,1,17,I was very happy to hear that my friend would include me in her special moment.,0.375,0.125,0.375
retold,1,18,It was a nice reminder of how much our friendship has meant over the years.,0.125,0.25,0.25
imagined,2,0,It seemed like a normal day.,0.125,0.125,0.25
imagined,2,1,"In fact, it pretty much was the most normal of a day that it could had been.",0.0,0.25,0.25
imagined,2,2,"I was out and about on my day off, when by complete chance I got a craving for a candy bar.",0.75,0.375,1.0
imagined,2,3,I decided that I deserved a treat and so I went to my local grocery store.,0.25,0.75,0.75
imagined,2,4,"Since I was there, I got a couple more necessities so I wouldn't have to go later on in the week.",0.125,0.5,0.625
imagined,2,5,"It was then, in the flour aisle, where I ran into her.",0.75,0.125,0.75
imagined,2,6,"She seemed an ordinary older woman, no different than an average elderly person.",0.125,0.0,0.125
imagined,2,7,"However, she looked strikingly similar to my mother.",0.75,0.125,0.75
imagined,2,8,It wasn't actually my mom (obviously) but she looked similar enough where I had to go talk to her.,0.25,0.375,0.625
imagined,2,9,"She was a very interesting woman, and surprisingly, she wasn't taken aback by anything I said.",0.625,0.125,0.75
imagined,2,10,I told her that I thought she might be related to me.,0.375,0.25,0.625
imagined,2,11,"I told her my own name, my mother's name, and even some extended family's names.",0.375,0.25,0.625
imagined,2,12,But she said that she had never heard of any of them.,0.25,0.25,0.5
imagined,2,13,"I apologized profusely for my mistake, but she wasn't upset at all.",0.25,0.5,0.75
imagined,2,14,We decided to grab a donut and a coffee and chat.,0.75,0.25,0.875
imagined,2,15,It turned out that we actually had quite a bit in common.,0.5,0.125,0.625
imagined,2,16,I will never forget the day that I met that woman.,0.125,0.125,0.25
recalled,1,0,I was grocery shopping a few weeks ago.,0.25,0.5,0.75
recalled,1,1,I had purchased my items and was leaving the store.,0.125,0.625,0.625
recalled,1,2,I noticed an older woman with a cart of groceries.,0.375,0.625,1.0
recalled,1,3,She was walking home and was trying to figure out a way to carry all of her bags.,0.375,0.375,0.625
recalled,1,4,I live across the street from the grocery store so I told myself i should offer some assistance to her.,0.375,0.375,0.75
recalled,1,5,I approached her and offered my help.,0.375,0.375,0.625
recalled,1,6,I told her i would drop my things off at home and come back to help her carry some things.,0.375,0.25,0.625
recalled,1,7,She lived nearby as well.,0.0,0.25,0.25
recalled,1,8,So i did exactly that.,0.0,0.375,0.375
recalled,1,9,"I dropped my things off at home, and came back to the store to help her carry her bags to her home.",0.0,0.625,0.625
recalled,1,10,She was very appreciative of my help.,0.125,0.5,0.5
recalled,1,11,She wanted to give me a cake she had made and i declined.,0.75,0.125,0.75
recalled,1,12,"Instead we talked for a few minutes, exchanged names and phone numbers and laughed about the oddities of life.",0.25,0.5,0.75
recalled,1,13,We had a good time together.,0.0,0.125,0.125
recalled,1,14,I learned that she lived alone the home so grocery shopping or shopping of any kind is a challenge.,0.25,0.375,0.625
recalled,1,15,I told her we could go for coffee sometime as a thank you.,0.5,0.375,0.75
recalled,1,16,I felt good about helping her.,0.0,0.5,0.5
recalled,1,17,I think it's important to help others when we are able and i was able to help her.,0.0,0.125,0.125
recalled,1,18,I wanted to help her.,0.0,0.25,0.25
recalled,1,19,She's a lovely woman and now we are friends.,0.25,0.125,0.375
recalled,1,20,She knows she can count on me to help if she needs it.,0.0,0.25,0.25
recalled,1,21,I visit with her once a week.,0.375,0.625,0.875
recalled,1,22,"We have coffee at her home, out on her patio, or in a coffee shop and just talk.",0.125,0.5,0.5
recalled,1,23,I have helped her plant flowers and other items.,0.375,0.375,0.625
recalled,1,24,She started a garden this summer and I help her with that as well.,0.25,0.5,0.625
retold,3,0,I had gone grocery shopping to pick up a few things.,0.25,0.625,0.75
retold,3,1,I had gathered the things i needed and a few extras and headed to the cash to purchase.,0.125,0.5,0.625
retold,3,2,I had purchased my items and was leaving the store.,0.0,0.625,0.625
retold,3,3,I noticed an older woman with a cart of groceries.,0.375,0.5,0.875
retold,3,4,She was walking home and was trying to figure out a way to carry all of her bags.,0.25,0.25,0.5
retold,3,5,I live across the street from the grocery store so I told myself i should offer some assistance to her.,0.375,0.625,0.875
retold,3,6,I approached her and offered my help.,0.5,0.625,1.0
retold,3,7,I told her i would drop my things off at home and come back to help her carry some things.,0.0,0.5,0.5
retold,3,8,She lived nearby as well.,0.0,0.125,0.125
retold,3,9,So i did exactly that.,0.0,0.5,0.5
retold,3,10,"I dropped my things off at home, and came back to the store to help her carry her bags to her home.",0.0,0.625,0.625
retold,3,11,She was very appreciative of my help.,0.125,0.5,0.625
retold,3,12,She wanted to give me a cake she had made and i declined.,0.625,0.125,0.75
retold,3,13,I told her we could go for coffee sometime as a thank you.,0.375,0.25,0.625
retold,3,14,I felt good about helping her.,0.0,0.375,0.375
retold,3,15,I think it's important to help others when we are able and i was able to help her.,0.125,0.125,0.25
retold,3,16,I wanted to help her.,0.125,0.125,0.25
retold,3,17,She's a lovely woman and now we are friends.,0.5,0.25,0.75
retold,3,18,She knows she can count on me to help if she needs it.,0.125,0.25,0.25
imagined,3,0,“Julie and the girls at Jet Set Getaways have planned two unforgettable trips to Italy for me and my family.,0.75,0.5,0.875
imagined,3,1,They both were perfect from the start.,0.25,0.25,0.375
imagined,3,2,"The hotels, tours, and restaurant recommendations were all amazing from Rome, to Il Borro, Florence, and Sorrento.",0.125,0.5,0.5
imagined,3,3,"Our cooking class in Florence in Meri’s Tuscan kitchen was a highlight topped off with a full day boat tour along the Sorrento Coast, Capri Island, and Nero Bay with Giovanni and having lunch at Conca Del Sogno on our last day.",0.625,0.375,0.875
imagined,3,4,It’s truly an experience we will never forget.,0.25,0.0,0.25
imagined,3,5,Can’t wait to have Julie and Get Set Getaways plan our next trip” Jet Set Getaways make dreams come true.,0.25,0.25,0.375
imagined,3,6,Outstanding on every level.,0.25,0.125,0.25
imagined,3,7,I’ve flown over 1 Million miles in my life and traveled extensively.,0.25,0.375,0.375
imagined,3,8,Julie and company are true professionals and far exceed any and all expectations.,0.25,0.125,0.25
imagined,3,9,I cannot recommend high enough.,0.375,0.125,0.375
imagined,3,10,Pure professionals and handle incredible details.,0.25,0.25,0.375
imagined,3,11,Do yourself a favor - retain the outstanding services of Jet Set Getaways and I guarantee you will be impressed.,0.25,0.125,0.375
imagined,3,12,Job well done Julie.,0.125,0.125,0.125
imagined,3,13,"When thinking of booking travel, three words come to mind: convenience, relaxation & luxury.",0.125,0.125,0.25
imagined,3,14,When booking with JSG each of these elements has always been met & often exceeded.,0.125,0.0,0.125
imagined,3,15,"From the onset of booking our honeymoon, JSG was prompt to provide hotel recommendations that were matched with our desires for our trip to Greece.",0.25,0.375,0.625
imagined,3,16,We stayed at the Blue Palace - Marriott Luxury Collection in Crete & The Chromata in Santorini.,0.25,0.5,0.625
imagined,3,17,"When we checked in, the staff pulled up our itinerary & knew what extra Virtuoso Amenities would be included, which luckily afforded an upgrade for our stays.",0.5,0.5,0.75
imagined,3,18,"Additionally, to our surprise, we receive a hand written letter with welcome treats & wine at each hotel!",0.75,0.125,0.75
imagined,3,19,It was incredible to walk in our room & feel so special.,0.25,0.0,0.25
imagined,3,20,The JSG team treats each of their clients exceptionally & personably.,0.125,0.125,0.125
imagined,3,21,All details are thought of from the inception of the booking process & throughout the stay.,0.125,0.25,0.375
imagined,3,22,I would highly recommend putting your trust in the JSG team to plan your next vacation!,0.125,0.0,0.125
recalled,2,0,My husband got a huge bonus sent to him in the mail as a check.,1.0,0.0,1.0
recalled,2,1,We both look at each other and smile.,0.375,0.25,0.5
recalled,2,2,"We both knew, we'd be off to Vegas for some fun!",0.75,0.25,0.75
recalled,2,3,We packed up our clothing.,0.0,0.5,0.5
recalled,2,4,We packed up our kids.,0.125,0.75,0.75
recalled,2,5,We head to the local grocery store.,0.25,0.625,0.875
recalled,2,6,Off we go to Las Vegas Nevada.,0.25,0.375,0.5
recalled,2,7,"Right away walking in the door, I stick a dollar in the slot.",0.0,0.625,0.625
recalled,2,8,I win a few bucks.,0.25,0.5,0.75
recalled,2,9,"I eventually would win $1,800.",0.75,0.25,0.875
recalled,2,10,The casino takes my picture and I was extremely elated with that.,0.5,0.25,0.75
recalled,2,11,We end up staying an extra day.,0.375,0.625,0.625
recalled,2,12,We had too much fun to head home so quickly.,0.125,0.125,0.25
recalled,2,13,"All in all, I do not recommend going to Vegas on a whim.",0.125,0.125,0.125
recalled,2,14,In my situation it was well worth it.,0.125,0.0,0.125
retold,1,0,"Me and my husband woke up one day to an email on his phone that had said 'You have been working hard this past week, I will give you a slight raise on your paycheck.'",1.0,0.125,1.0
retold,1,1,It was his boss.,0.25,0.0,0.25
retold,1,2,"When we looked at how much money we had, we had a lot of extra money.",0.625,0.125,0.75
retold,1,3,We both thought that this was intentional so we decided that the next day we will plan a surprise trip to Las Vegas.,0.75,0.125,0.75
retold,1,4,"We were only going to spend two days there, though I wished it could have been longer.",0.125,0.0,0.125
retold,1,5,The next day we got there and we checked in to our room at a really nice hotel.,0.125,0.5,0.625
retold,1,6,We placed our bags down and went off to the strip to go explore.,0.25,0.375,0.625
retold,1,7,We went into a lot of hotels and gambled for hours.,0.5,0.25,0.75
retold,1,8,Later that night we tried to gamble more but I could not find any of our money.,1.0,0.375,1.0
retold,1,9,We had spent it all on gambling all day.,0.375,0.75,0.75
retold,1,10,We just went back to the room and decided to go to sleep.,0.25,0.375,0.625
retold,1,11,When we woke up I had remembered I left some extra money in the bags.,0.375,0.375,0.5
retold,1,12,It was only twenty dollars but it was enough for some good breakfast.,0.375,0.25,0.5
retold,1,13,After breakfast we had five dollars to spare so we decided to just put it in a slot machine.,0.125,0.5,0.625
retold,1,14,We thought all hope was gone when we put that money in that we were expecting to lose.,0.25,0.125,0.375
retold,1,15,But just then we saw all the pictures lining up and we won over a thousand dollars.,0.875,0.25,0.875
retold,1,16,We were very exited and went to cash it in.,0.375,0.125,0.5
retold,1,17,We stayed an extra night and got some gourmet food for breakfast lunch and dinner!,0.375,0.5,0.75
imagined,3,0,Two months ago I had to take a tech program examination.,0.75,0.625,1.0
imagined,3,1,My standing at work was under challenge by other people in my company.,0.75,0.5,0.875
imagined,3,2,If I didn't pass the test I would have been demoted and I would have had my pay lowered.,0.625,0.375,0.625
imagined,3,3,I didn't want that so I tried my best to pass it.,0.375,0.25,0.625
imagined,3,4,It was an extremely stressful time.,0.375,0.125,0.5
imagined,3,5,"I wasn't afforded much time to prepare for the test, not even a day.",0.25,0.375,0.375
imagined,3,6,It was sprung on me at a moment's notice.,0.5,0.25,0.75
imagined,3,7,I was worried that I wasn't going to make it on time to the test.,0.0,0.25,0.25
imagined,3,8,I managed to make it there.,0.25,0.25,0.5
imagined,3,9,When I sat down I got right to work.,0.375,0.625,0.875
imagined,3,10,I started to calm down when I noticed that the questions were things I was very familiar with.,0.625,0.25,0.75
imagined,3,11,This gave me confidence that I needed at the time.,0.5,0.375,0.75
imagined,3,12,When the exam was finally done I was relieved.,0.375,0.5,0.625
imagined,3,13,"Later that week I found out the results of the exam, and I had passed.",0.5,0.5,0.75
imagined,3,14,I was able to keep my social standing and position in the company.,0.625,0.5,0.75
imagined,3,15,My boss and my co-workers congratulated me for passing.,0.25,0.625,0.75
recalled,1,0,I was focusing on trying to pass my technician test at work.,0.5,0.5,0.75
recalled,1,1,I was hired in November and you had six months to complete the course so my deadline was less than a month away.,0.375,0.5,0.75
recalled,1,2,Your boss or someone else is supposed to help you but I was on my own.,0.625,0.0,0.625
recalled,1,3,There was no study book or no specific time set aside for me.,0.375,0.125,0.5
